TckrSymb;Asst;XprtnDt;OptnTp;ExrcPric;OptnStyle
PETRN445W2;PETR4;2024-02-09;Put;44,5;EURO
PETRN445W4;PETR4;2024-02-23;Put;44,5;EURO
PETRN449;PETR4;2024-02-16;Put;43,76;EURO
PETRN450;PETR4;2024-02-16;Put;45,01;EURO
PETRN450W2;PETR4;2024-02-09;Put;45;EURO
PETRN450W4;PETR4;2024-02-23;Put;45;EURO
PETRN454;PETR4;2024-02-16;Put;44,26;EURO
PETRN455;PETR4;2024-02-16;Put;45,51;EURO
PETRN459;PETR4;2024-02-16;Put;44,76;EURO
PETRN460;PETR4;2024-02-16;Put;46,01;EURO
PETRN461;PETR4;2024-02-16;Put;46,26;EURO
PETRN464;PETR4;2024-02-16;Put;45,26;EURO
PETRN465;PETR4;2024-02-16;Put;46,51;EURO
PETRN466;PETR4;2024-02-16;Put;46,76;EURO
PETRN469;PETR4;2024-02-16;Put;45,76;EURO
PETRN470;PETR4;2024-02-16;Put;47,01;EURO
PETRN471;PETR4;2024-02-16;Put;47,26;EURO
PETRN475;PETR4;2024-02-16;Put;47,51;EURO
PETRN476;PETR4;2024-02-16;Put;47,76;EURO
PETRN480;PETR4;2024-02-16;Put;48,01;EURO
PETRN481;PETR4;2024-02-16;Put;48,26;EURO
PETRN485;PETR4;2024-02-16;Put;48,51;EURO
PETRN486;PETR4;2024-02-16;Put;48,76;EURO
PETRN490;PETR4;2024-02-16;Put;49,01;EURO
PETRN491;PETR4;2024-02-16;Put;49,26;EURO
PETRN52;PETR4;2024-02-16;Put;50,76;EURO
PETRN576;PETR4;2024-02-16;Put;5,76;EURO
PETRN59;PETR4;2024-02-16;Put;58,26;EURO
PETRN590;PETR4;2024-02-16;Put;57,76;EURO
PETRN90;PETR4;2024-02-16;Put;9,06;EURO
PETRN930;PETR4;2024-02-16;Put;3,01;EURO
PETRO1;PETR4;2024-03-15;Put;22,01;EURO
PETRO100;PETR4;2024-03-15;Put;10,01;EURO
PETRO115;PETR4;2024-03-15;Put;11,51;EURO
PETRO135;PETR4;2024-03-15;Put;13,51;EURO
PETRO157;PETR4;2024-03-15;Put;15,76;EURO
PETRO167;PETR4;2024-03-15;Put;16,76;EURO
PETRO170;PETR4;2024-03-15;Put;17,01;EURO
PETRO174;PETR4;2024-03-15;Put;21,26;EURO
PETRO175;PETR4;2024-03-15;Put;17,51;EURO
PETRO185;PETR4;2024-03-15;Put;18,51;EURO
PETRO195;PETR4;2024-03-15;Put;18,26;EURO
PETRO2;PETR4;2024-03-15;Put;23,76;EURO
PETRO20;PETR4;2024-03-15;Put;20,01;EURO
PETRO201;PETR4;2024-03-15;Put;17,76;EURO
PETRO205;PETR4;2024-03-15;Put;20,51;EURO
PETRO207;PETR4;2024-03-15;Put;20,76;EURO
PETRO211;PETR4;2024-03-15;Put;22,76;EURO
PETRO215;PETR4;2024-03-15;Put;20,26;EURO
PETRO217;PETR4;2024-03-15;Put;21,76;EURO
PETRO22;PETR4;2024-03-15;Put;15,51;EURO
PETRO220;PETR4;2024-03-15;Put;19,76;EURO
PETRO235;PETR4;2024-03-15;Put;22,26;EURO
PETRO24;PETR4;2025-03-21;Put;24,01;EURO
PETRO240;PETR4;2024-03-15;Put;24,01;EURO
PETRO241;PETR4;2024-03-15;Put;23,01;EURO
PETRO245;PETR4;2024-03-15;Put;24,51;EURO
PETRO246;PETR4;2024-03-15;Put;23,51;EURO
PETRO249;PETR4;2024-03-15;Put;27,51;EURO
PETRO250;PETR4;2024-03-15;Put;25,01;EURO
PETRO254;PETR4;2024-03-15;Put;24,26;EURO
PETRO255;PETR4;2024-03-15;Put;25,51;EURO
PETRO259;PETR4;2024-03-15;Put;24,76;EURO
PETRO264;PETR4;2024-03-15;Put;25,26;EURO
PETRO269;PETR4;2024-03-15;Put;27,01;EURO
PETRO272;PETR4;2024-03-15;Put;26,01;EURO
PETRO276;PETR4;2024-03-15;Put;26,51;EURO
PETRO279;PETR4;2024-03-15;Put;28,01;EURO
PETRO284;PETR4;2024-03-15;Put;27,26;EURO
PETRO285;PETR4;2024-03-15;Put;28,51;EURO
PETRO289;PETR4;2024-03-15;Put;27,76;EURO
PETRO29;PETR4;2024-03-15;Put;29,01;EURO
PETRO290;PETR4;2024-03-15;Put;26,76;EURO
PETRO291;PETR4;2024-03-15;Put;29,51;EURO
PETRO294;PETR4;2024-03-15;Put;28,26;EURO
PETRO296;PETR4;2024-03-15;Put;36,76;EURO
PETRO298;PETR4;2024-03-15;Put;25,76;EURO
PETRO299;PETR4;2024-03-15;Put;28,76;EURO
PETRO302;PETR4;2025-03-21;Put;23,26;EURO
PETRO304;PETR4;2024-03-15;Put;29,26;EURO
PETRO306;PETR4;2024-03-15;Put;30,76;EURO
PETRO311;PETR4;2024-03-15;Put;30,01;EURO
PETRO314;PETR4;2024-03-15;Put;30,26;EURO
PETRO316;PETR4;2024-03-15;Put;30,51;EURO
PETRO319;PETR4;2024-03-15;Put;32,01;EURO
PETRO32;PETR4;2024-03-15;Put;3,26;EURO
PETRO321;PETR4;2024-03-15;Put;31,01;EURO
PETRO324;PETR4;2024-03-15;Put;31,26;EURO
PETRO326;PETR4;2024-03-15;Put;31,51;EURO
PETRO329;PETR4;2024-03-15;Put;31,76;EURO
PETRO331;PETR4;2024-03-15;Put;33,01;EURO
PETRO334;PETR4;2024-03-15;Put;32,26;EURO
PETRO336;PETR4;2024-03-15;Put;32,51;EURO
PETRO338;PETR4;2024-03-15;Put;29,76;EURO
PETRO339;PETR4;2024-03-15;Put;32,76;EURO
PETRO34;PETR4;2024-03-15;Put;34,76;EURO
PETRO341;PETR4;2024-03-15;Put;33,76;EURO
PETRO344;PETR4;2024-03-15;Put;33,26;EURO
PETRO346;PETR4;2024-03-15;Put;33,51;EURO
PETRO349;PETR4;2024-03-15;Put;34,51;EURO
PETRO35;PETR4;2025-03-21;Put;35,26;EURO
PETRO351;PETR4;2024-03-15;Put;34,01;EURO
PETRO352;PETR4;2024-03-15;Put;35,26;EURO
PETRO356;PETR4;2024-03-15;Put;35,01;EURO
PETRO362;PETR4;2024-03-15;Put;36,26;EURO
PETRO365;PETR4;2024-03-15;Put;34,26;EURO
PETRO366;PETR4;2024-03-15;Put;35,51;EURO
PETRO369;PETR4;2024-03-15;Put;35,76;EURO
PETRO370W1;PETR4;2024-03-01;Put;37;EURO
PETRO370W2;PETR4;2024-03-08;Put;37;EURO
PETRO370W4;PETR4;2024-03-22;Put;37;EURO
PETRO371;PETR4;2024-03-15;Put;36,01;EURO
PETRO372;PETR4;2024-03-15;Put;37,26;EURO
PETRO375W1;PETR4;2024-03-01;Put;37,5;EURO
PETRO375W2;PETR4;2024-03-08;Put;37,5;EURO
PETRO375W4;PETR4;2024-03-22;Put;37,5;EURO
PETRO376;PETR4;2024-03-15;Put;36,51;EURO
PETRO38;PETR4;2024-03-15;Put;38,76;EURO
PETRO380W1;PETR4;2024-03-01;Put;38;EURO
PETRO380W2;PETR4;2024-03-08;Put;38;EURO
PETRO380W4;PETR4;2024-03-22;Put;38;EURO
PETRO381;PETR4;2024-03-15;Put;37,01;EURO
PETRO382;PETR4;2024-03-15;Put;38,26;EURO
PETRO385W1;PETR4;2024-03-01;Put;38,5;EURO
PETRO385W2;PETR4;2024-03-08;Put;38,5;EURO
PETRO385W4;PETR4;2024-03-22;Put;38,5;EURO
PETRO386;PETR4;2024-03-15;Put;37,51;EURO
PETRO39;PETR4;2024-03-15;Put;39,76;EURO
PETRO390W1;PETR4;2024-03-01;Put;39;EURO
PETRO390W2;PETR4;2024-03-08;Put;39;EURO
PETRO390W4;PETR4;2024-03-22;Put;39;EURO
PETRO391;PETR4;2024-03-15;Put;38,01;EURO
PETRO392;PETR4;2024-03-15;Put;39,26;EURO
PETRO395W1;PETR4;2024-03-01;Put;39,5;EURO
PETRO395W2;PETR4;2024-03-08;Put;39,5;EURO
PETRO395W4;PETR4;2024-03-22;Put;39,5;EURO
PETRO396;PETR4;2024-03-15;Put;38,51;EURO
PETRO40;PETR4;2024-03-15;Put;40,76;EURO
PETRO400;PETR4;2024-03-15;Put;37,76;EURO
PETRO400W1;PETR4;2024-03-01;Put;40;EURO
PETRO400W2;PETR4;2024-03-08;Put;40;EURO
PETRO400W4;PETR4;2024-03-22;Put;40;EURO
PETRO401;PETR4;2024-03-15;Put;39,01;EURO
PETRO402;PETR4;2024-03-15;Put;40,26;EURO
PETRO405W1;PETR4;2024-03-01;Put;40,5;EURO
PETRO405W2;PETR4;2024-03-08;Put;40,5;EURO
PETRO405W4;PETR4;2024-03-22;Put;40,5;EURO
PETRO406;PETR4;2024-03-15;Put;39,51;EURO
PETRO41;PETR4;2024-03-15;Put;41,76;EURO
PETRO410W1;PETR4;2024-03-01;Put;41;EURO
PETRO410W2;PETR4;2024-03-08;Put;41;EURO
PETRO410W4;PETR4;2024-03-22;Put;41;EURO
PETRO411;PETR4;2024-03-15;Put;40,01;EURO
PETRO412;PETR4;2024-03-15;Put;41,26;EURO
PETRO415W1;PETR4;2024-03-01;Put;41,5;EURO
PETRO415W2;PETR4;2024-03-08;Put;41,5;EURO
PETRO415W4;PETR4;2024-03-22;Put;41,5;EURO
PETRO416;PETR4;2024-03-15;Put;40,51;EURO
PETRO42;PETR4;2024-03-15;Put;42,76;EURO
PETRO420W1;PETR4;2024-03-01;Put;42;EURO
PETRO420W2;PETR4;2024-03-08;Put;42;EURO
PETRO420W4;PETR4;2024-03-22;Put;42;EURO
PETRO421;PETR4;2024-03-15;Put;41,01;EURO
PETRO422;PETR4;2024-03-15;Put;42,26;EURO
PETRO425W1;PETR4;2024-03-01;Put;42,5;EURO
PETRO425W2;PETR4;2024-03-08;Put;42,5;EURO
PETRO425W4;PETR4;2024-03-22;Put;42,5;EURO
PETRO426;PETR4;2024-03-15;Put;41,51;EURO
PETRO430W1;PETR4;2024-03-01;Put;43;EURO
PETRO430W2;PETR4;2024-03-08;Put;43;EURO
PETRO430W4;PETR4;2024-03-22;Put;43;EURO
PETRO431;PETR4;2024-03-15;Put;42,01;EURO
PETRO432;PETR4;2024-03-15;Put;43,26;EURO
PETRO435W1;PETR4;2024-03-01;Put;43,5;EURO
PETRO435W2;PETR4;2024-03-08;Put;43,5;EURO
PETRO435W4;PETR4;2024-03-22;Put;43,5;EURO
PETRO436;PETR4;2024-03-15;Put;42,51;EURO
PETRO440W1;PETR4;2024-03-01;Put;44;EURO
PETRO440W2;PETR4;2024-03-08;Put;44;EURO
PETRO440W4;PETR4;2024-03-22;Put;44;EURO
PETRO441;PETR4;2024-03-15;Put;43,01;EURO
PETRO445W1;PETR4;2024-03-01;Put;44,5;EURO
PETRO445W2;PETR4;2024-03-08;Put;44,5;EURO
PETRO445W4;PETR4;2024-03-22;Put;44,5;EURO
PETRO446;PETR4;2024-03-15;Put;43,51;EURO
PETRO45;PETR4;2024-03-15;Put;45,51;EURO
PETRO450W1;PETR4;2024-03-01;Put;45;EURO
PETRO450W2;PETR4;2024-03-08;Put;45;EURO
PETRO450W4;PETR4;2024-03-22;Put;45;EURO
PETRO451;PETR4;2024-03-15;Put;44,01;EURO
PETRO455W1;PETR4;2024-03-01;Put;45,5;EURO
PETRO455W2;PETR4;2024-03-08;Put;45,5;EURO
PETRO455W4;PETR4;2024-03-22;Put;45,5;EURO
PETRO456;PETR4;2024-03-15;Put;44,51;EURO
PETRO459;PETR4;2024-03-15;Put;46,01;EURO
PETRO460W1;PETR4;2024-03-01;Put;46;EURO
PETRO460W2;PETR4;2024-03-08;Put;46;EURO
PETRO460W4;PETR4;2024-03-22;Put;46;EURO
PETRO461;PETR4;2024-03-15;Put;45,01;EURO
PETRO464;PETR4;2024-03-15;Put;46,51;EURO
PETRO469;PETR4;2024-03-15;Put;47,01;EURO
PETRO470W1;PETR4;2024-03-01;Put;47;EURO
PETRO470W2;PETR4;2024-03-08;Put;47;EURO
PETRO470W4;PETR4;2024-03-22;Put;47;EURO
PETRO474;PETR4;2024-03-15;Put;47,51;EURO
PETRO479;PETR4;2024-03-15;Put;48,01;EURO
PETRO480W1;PETR4;2024-03-01;Put;48;EURO
PETRO480W2;PETR4;2024-03-08;Put;48;EURO
PETRO480W4;PETR4;2024-03-22;Put;48;EURO
PETRO484;PETR4;2024-03-15;Put;48,51;EURO
PETRO490;PETR4;2024-03-15;Put;49,01;EURO
PETRO490W1;PETR4;2024-03-01;Put;49;EURO
PETRO490W2;PETR4;2024-03-08;Put;49;EURO
PETRO490W4;PETR4;2024-03-22;Put;49;EURO
PETRO494;PETR4;2024-03-15;Put;49,51;EURO
PETRO499;PETR4;2024-03-15;Put;50,01;EURO
PETRO5;PETR4;2024-03-15;Put;19,51;EURO
PETRO500W1;PETR4;2024-03-01;Put;50;EURO
PETRO500W2;PETR4;2024-03-08;Put;50;EURO
PETRO500W4;PETR4;2024-03-22;Put;50;EURO
PETRO504;PETR4;2024-03-15;Put;50,51;EURO
PETRO509;PETR4;2024-03-15;Put;51,01;EURO
PETRO514;PETR4;2024-03-15;Put;51,51;EURO
PETRO519;PETR4;2024-03-15;Put;52,01;EURO
PETRO524;PETR4;2024-03-15;Put;52,51;EURO
PETRO529;PETR4;2024-03-15;Put;53,01;EURO
PETRO956;PETR4;2024-03-15;Put;9,51;EURO
PETRP1;PETR4;2025-04-17;Put;23,76;EURO
PETRP100;PETR4;2024-04-19;Put;0,56;EURO
PETRP110;PETR4;2024-04-19;Put;11,01;EURO
PETRP120;PETR4;2024-04-19;Put;0,2;EURO
PETRP132;PETR4;2024-04-19;Put;13,26;EURO
PETRP133;PETR4;2024-04-19;Put;19,76;EURO
PETRP150;PETR4;2024-04-19;Put;0,16;EURO
PETRP167;PETR4;2024-04-19;Put;16,76;EURO
PETRP172;PETR4;2024-04-19;Put;17,26;EURO
PETRP192;PETR4;2024-04-19;Put;19,26;EURO
PETRP199;PETR4;2024-04-19;Put;23,01;EURO
PETRP202;PETR4;2024-04-19;Put;20,26;EURO
PETRP209;PETR4;2024-04-19;Put;14,01;EURO
PETRP21;PETR4;2025-04-17;Put;14,26;EURO
PETRP210;PETR4;2024-04-19;Put;21,76;EURO
PETRP219;PETR4;2024-04-19;Put;22,51;EURO
PETRP220;PETR4;2024-04-19;Put;20,76;EURO
PETRP221;PETR4;2024-04-19;Put;22,76;EURO
PETRP224;PETR4;2024-04-19;Put;21,26;EURO
PETRP226;PETR4;2024-04-19;Put;21,51;EURO
PETRP228;PETR4;2024-04-19;Put;23,76;EURO
PETRP232;PETR4;2025-04-17;Put;22,01;EURO
PETRP234;PETR4;2024-04-19;Put;22,26;EURO
PETRP236;PETR4;2024-04-19;Put;25,01;EURO
PETRP238;PETR4;2024-04-19;Put;24,26;EURO
PETRP240;PETR4;2025-04-17;Put;17,01;EURO
PETRP244;PETR4;2024-04-19;Put;7,51;EURO
PETRP245;PETR4;2025-04-17;Put;17,51;EURO
PETRP246;PETR4;2024-04-19;Put;23,51;EURO
PETRP249;PETR4;2024-04-19;Put;25,76;EURO
PETRP251;PETR4;2024-04-19;Put;24,01;EURO
PETRP253;PETR4;2024-04-19;Put;27,26;EURO
PETRP254;PETR4;2024-04-19;Put;25,51;EURO
PETRP256;PETR4;2024-04-19;Put;26,26;EURO
PETRP259;PETR4;2024-04-19;Put;24,76;EURO
PETRP26;PETR4;2025-04-17;Put;25,26;EURO
PETRP263;PETR4;2024-04-19;Put;26,76;EURO
PETRP265;PETR4;2024-04-19;Put;19,51;EURO
PETRP273;PETR4;2024-04-19;Put;28,26;EURO
PETRP279;PETR4;2024-04-19;Put;28,76;EURO
PETRP28;PETR4;2025-04-17;Put;21,76;EURO
PETRP283;PETR4;2024-04-19;Put;27,76;EURO
PETRP285;PETR4;2024-04-19;Put;26,01;EURO
PETRP286;PETR4;2024-04-19;Put;29,26;EURO
PETRP29;PETR4;2024-04-19;Put;26,51;EURO
PETRP290;PETR4;2024-04-19;Put;18,76;EURO
PETRP292;PETR4;2024-04-19;Put;19,01;EURO
PETRP293;PETR4;2024-04-19;Put;29,76;EURO
PETRP295;PETR4;2024-04-19;Put;27,01;EURO
PETRP296;PETR4;2024-04-19;Put;31,76;EURO
PETRP299;PETR4;2024-04-19;Put;13,01;EURO
PETRP300;PETR4;2024-04-19;Put;27,51;EURO
PETRP302;PETR4;2024-04-19;Put;23,26;EURO
PETRP303;PETR4;2024-04-19;Put;9,51;EURO
PETRP305;PETR4;2024-04-19;Put;28,01;EURO
PETRP307;PETR4;2024-04-19;Put;10,26;EURO
PETRP309;PETR4;2025-04-17;Put;26,76;EURO
PETRP31;PETR4;2024-04-19;Put;30,01;EURO
PETRP310;PETR4;2024-04-19;Put;28,51;EURO
PETRP313;PETR4;2024-04-19;Put;30,26;EURO
PETRP315;PETR4;2024-04-19;Put;29,01;EURO
PETRP316;PETR4;2024-04-19;Put;30,76;EURO
PETRP319;PETR4;2024-04-19;Put;30,51;EURO
PETRP32;PETR4;2024-04-19;Put;22,01;EURO
PETRP320;PETR4;2024-04-19;Put;29,51;EURO
PETRP321;PETR4;2024-04-19;Put;32,76;EURO
PETRP323;PETR4;2024-04-19;Put;31,26;EURO
PETRP325;PETR4;2024-04-19;Put;31,01;EURO
PETRP329;PETR4;2024-04-19;Put;32,51;EURO
PETRP330;PETR4;2024-04-19;Put;31,51;EURO
PETRP331;PETR4;2024-04-19;Put;32,01;EURO
PETRP334;PETR4;2024-04-19;Put;32,26;EURO
PETRP336;PETR4;2024-04-19;Put;33,01;EURO
PETRP341;PETR4;2024-04-19;Put;33,26;EURO
PETRP344;PETR4;2024-04-19;Put;33,51;EURO
PETRP346;PETR4;2025-04-17;Put;32,26;EURO
PETRP349;PETR4;2024-04-19;Put;33,76;EURO
PETRP351;PETR4;2024-04-19;Put;34,01;EURO
PETRP354;PETR4;2024-04-19;Put;34,26;EURO
PETRP355;PETR4;2024-04-19;Put;25,26;EURO
PETRP359;PETR4;2024-04-19;Put;34,76;EURO
PETRP36;PETR4;2025-04-17;Put;35,51;EURO
PETRP361;PETR4;2024-04-19;Put;35,01;EURO
PETRP363;PETR4;2024-04-19;Put;36,76;EURO
PETRP364;PETR4;2024-04-19;Put;35,26;EURO
PETRP366;PETR4;2024-04-19;Put;35,51;EURO
PETRP368;PETR4;2024-04-19;Put;35,76;EURO
PETRP369;PETR4;2024-04-19;Put;13,51;EURO
PETRP371;PETR4;2024-04-19;Put;36,01;EURO
PETRP374;PETR4;2024-04-19;Put;36,26;EURO
PETRP376;PETR4;2024-04-19;Put;36,51;EURO
PETRP379;PETR4;2024-04-19;Put;38,01;EURO
PETRP381;PETR4;2024-04-19;Put;37,01;EURO
PETRP384;PETR4;2024-04-19;Put;37,26;EURO
PETRP386;PETR4;2024-04-19;Put;37,51;EURO
PETRP389;PETR4;2024-04-19;Put;37,76;EURO
PETRP391;PETR4;2024-04-19;Put;39,01;EURO
PETRP394;PETR4;2024-04-19;Put;38,26;EURO
PETRP396;PETR4;2024-04-19;Put;38,51;EURO
PETRP398;PETR4;2024-04-19;Put;39,76;EURO
PETRP399;PETR4;2024-04-19;Put;38,76;EURO
PETRP401;PETR4;2024-04-19;Put;40,01;EURO
PETRP403;PETR4;2024-04-19;Put;40,26;EURO
PETRP404;PETR4;2024-04-19;Put;39,26;EURO
PETRP409;PETR4;2024-04-19;Put;40,51;EURO
PETRP411;PETR4;2024-04-19;Put;40,76;EURO
PETRP415;PETR4;2024-04-19;Put;41,51;EURO
PETRP416;PETR4;2024-04-19;Put;41,01;EURO
PETRP420;PETR4;2024-04-19;Put;42,01;EURO
PETRP421;PETR4;2024-04-19;Put;42,26;EURO
PETRP425;PETR4;2024-04-19;Put;42,51;EURO
PETRP430;PETR4;2024-04-19;Put;43,01;EURO
PETRP431;PETR4;2024-04-19;Put;43,26;EURO
PETRP432;PETR4;2025-04-17;Put;25,76;EURO
PETRP435;PETR4;2024-04-19;Put;43,51;EURO
PETRP437;PETR4;2025-04-17;Put;36,76;EURO
PETRP440;PETR4;2024-04-19;Put;44,01;EURO
PETRP441;PETR4;2024-04-19;Put;44,26;EURO
PETRP445;PETR4;2024-04-19;Put;44,51;EURO
PETRP45;PETR4;2024-04-19;Put;24,51;EURO
PETRP450;PETR4;2024-04-19;Put;45,01;EURO
PETRP451;PETR4;2024-04-19;Put;45,26;EURO
PETRP455;PETR4;2024-04-19;Put;45,51;EURO
PETRP457;PETR4;2025-04-17;Put;38,76;EURO
PETRP460;PETR4;2024-04-19;Put;46,01;EURO
PETRP461;PETR4;2024-04-19;Put;46,26;EURO
PETRP465;PETR4;2024-04-19;Put;46,51;EURO
PETRP466;PETR4;2024-04-19;Put;46,76;EURO
PETRP470;PETR4;2024-04-19;Put;47,01;EURO
PETRP471;PETR4;2024-04-19;Put;47,26;EURO
PETRP475;PETR4;2024-04-19;Put;47,51;EURO
PETRP480;PETR4;2024-04-19;Put;48,01;EURO
PETRP485;PETR4;2024-04-19;Put;48,51;EURO
PETRP490;PETR4;2024-04-19;Put;49,01;EURO
PETRP491;PETR4;2024-04-19;Put;4,91;EURO
PETRP495;PETR4;2024-04-19;Put;49,51;EURO
PETRP497;PETR4;2024-04-19;Put;39,51;EURO
PETRP515;PETR4;2024-04-19;Put;41,26;EURO
PETRP550;PETR4;2024-04-19;Put;34,51;EURO
PETRP580;PETR4;2024-04-19;Put;47,76;EURO
PETRP591;PETR4;2024-04-19;Put;5,91;EURO
PETRP615;PETR4;2024-04-19;Put;51,26;EURO
PETRP710;PETR4;2024-04-19;Put;60,76;EURO
PETRQ106;PETR4;2024-05-17;Put;8,25;EURO
PETRQ155;PETR4;2024-05-17;Put;15,5;EURO
PETRQ180;PETR4;2024-05-17;Put;18;EURO
PETRQ192;PETR4;2024-05-17;Put;19,25;EURO
PETRQ200;PETR4;2024-05-17;Put;20;EURO
PETRQ224;PETR4;2025-05-16;Put;18,34;EURO
PETRQ231;PETR4;2024-05-17;Put;19;EURO
PETRQ232;PETR4;2024-05-17;Put;23,25;EURO
PETRQ242;PETR4;2024-05-17;Put;24,25;EURO
PETRQ245;PETR4;2024-05-17;Put;24,5;EURO
PETRQ247;PETR4;2024-05-17;Put;24,75;EURO
PETRQ250;PETR4;2024-05-17;Put;25;EURO
PETRQ256;PETR4;2024-05-17;Put;25,75;EURO
PETRQ261;PETR4;2024-05-17;Put;26,25;EURO
PETRQ266;PETR4;2024-05-17;Put;25,5;EURO
PETRQ271;PETR4;2024-05-17;Put;26;EURO
PETRQ276;PETR4;2024-05-17;Put;26,5;EURO
PETRQ281;PETR4;2024-05-17;Put;27;EURO
PETRQ284;PETR4;2024-05-17;Put;27,25;EURO
PETRQ286;PETR4;2024-05-17;Put;27,5;EURO
PETRQ290;PETR4;2024-05-17;Put;18,75;EURO
PETRQ294;PETR4;2024-05-17;Put;28,25;EURO
PETRQ296;PETR4;2024-05-17;Put;28,5;EURO
PETRQ301;PETR4;2024-05-17;Put;29;EURO
PETRQ303;PETR4;2024-05-17;Put;28;EURO
PETRQ304;PETR4;2024-05-17;Put;29,25;EURO
PETRQ306;PETR4;2024-05-17;Put;29,5;EURO
PETRQ311;PETR4;2024-05-17;Put;30;EURO
PETRQ316;PETR4;2024-05-17;Put;30,5;EURO
PETRQ321;PETR4;2024-05-17;Put;31;EURO
PETRQ322;PETR4;2024-05-17;Put;22;EURO
PETRQ324;PETR4;2024-05-17;Put;31,25;EURO
PETRQ326;PETR4;2024-05-17;Put;31,5;EURO
PETRQ329;PETR4;2024-05-17;Put;31,75;EURO
PETRQ331;PETR4;2024-05-17;Put;32;EURO
PETRQ334;PETR4;2024-05-17;Put;32,25;EURO
PETRQ336;PETR4;2024-05-17;Put;32,5;EURO
PETRQ339;PETR4;2024-05-17;Put;32,75;EURO
PETRQ341;PETR4;2024-05-17;Put;33;EURO
PETRQ344;PETR4;2024-05-17;Put;33,25;EURO
PETRQ346;PETR4;2024-05-17;Put;33,5;EURO
PETRQ349;PETR4;2024-05-17;Put;35;EURO
PETRQ351;PETR4;2024-05-17;Put;34;EURO
PETRQ354;PETR4;2024-05-17;Put;34,25;EURO
PETRQ355;PETR4;2024-05-17;Put;25,25;EURO
PETRQ356;PETR4;2024-05-17;Put;34,5;EURO
PETRQ359;PETR4;2024-05-17;Put;36;EURO
PETRQ364;PETR4;2024-05-17;Put;35,25;EURO
PETRQ366;PETR4;2024-05-17;Put;36,75;EURO
PETRQ369;PETR4;2024-05-17;Put;37;EURO
PETRQ374;PETR4;2024-05-17;Put;36,25;EURO
PETRQ376;PETR4;2024-05-17;Put;37,75;EURO
PETRQ379;PETR4;2024-05-17;Put;38;EURO
PETRQ384;PETR4;2024-05-17;Put;37,25;EURO
PETRQ386;PETR4;2024-05-17;Put;38,75;EURO
PETRQ389;PETR4;2024-05-17;Put;39;EURO
PETRQ394;PETR4;2024-05-17;Put;38,25;EURO
PETRQ396;PETR4;2024-05-17;Put;39,75;EURO
PETRQ399;PETR4;2024-05-17;Put;40;EURO
PETRQ401;PETR4;2024-05-17;Put;40,25;EURO
PETRQ404;PETR4;2024-05-17;Put;39,25;EURO
PETRQ406;PETR4;2024-05-17;Put;40,75;EURO
PETRQ409;PETR4;2024-05-17;Put;41;EURO
PETRQ414;PETR4;2024-05-17;Put;41,5;EURO
PETRQ416;PETR4;2024-05-17;Put;41,75;EURO
PETRQ419;PETR4;2024-05-17;Put;42;EURO
PETRQ421;PETR4;2024-05-17;Put;42,25;EURO
PETRQ424;PETR4;2024-05-17;Put;42,5;EURO
PETRQ426;PETR4;2024-05-17;Put;42,75;EURO
PETRQ429;PETR4;2024-05-17;Put;43;EURO
PETRQ431;PETR4;2024-05-17;Put;43,25;EURO
PETRQ434;PETR4;2024-05-17;Put;43,5;EURO
PETRQ436;PETR4;2024-05-17;Put;43,75;EURO
PETRQ439;PETR4;2024-05-17;Put;44;EURO
PETRQ441;PETR4;2024-05-17;Put;44,25;EURO
PETRQ444;PETR4;2024-05-17;Put;44,5;EURO
PETRQ446;PETR4;2024-05-17;Put;44,75;EURO
PETRQ449;PETR4;2024-05-17;Put;45;EURO
PETRQ451;PETR4;2024-05-17;Put;45,25;EURO
PETRQ454;PETR4;2024-05-17;Put;45,5;EURO
PETRQ456;PETR4;2024-05-17;Put;45,75;EURO
PETRQ459;PETR4;2024-05-17;Put;46;EURO
PETRQ489;PETR4;2024-05-17;Put;49;EURO
PETRQ515;PETR4;2024-05-17;Put;41,25;EURO
PETRQ580;PETR4;2024-05-17;Put;47,75;EURO
PETRQ615;PETR4;2024-05-17;Put;51,25;EURO
PETRQ710;PETR4;2024-05-17;Put;60,75;EURO
PETRR104;PETR4;2024-06-21;Put;6,33;EURO
PETRR150;PETR4;2024-06-21;Put;15,08;EURO
PETRR188;PETR4;2024-06-21;Put;17,58;EURO
PETRR192;PETR4;2024-06-21;Put;19,58;EURO
PETRR193;PETR4;2024-06-21;Put;19,33;EURO
PETRR196;PETR4;2024-06-21;Put;18,33;EURO
PETRR2;PETR4;2024-06-21;Put;26,83;EURO
PETRR203;PETR4;2024-06-21;Put;19,08;EURO
PETRR209;PETR4;2024-06-21;Put;16,83;EURO
PETRR21;PETR4;2024-06-21;Put;20,58;EURO
PETRR210;PETR4;2024-06-21;Put;21,08;EURO
PETRR212;PETR4;2024-06-21;Put;21,33;EURO
PETRR213;PETR4;2024-06-21;Put;20,08;EURO
PETRR215;PETR4;2024-06-21;Put;21,58;EURO
PETRR219;PETR4;2024-06-21;Put;17,83;EURO
PETRR22;PETR4;2025-06-20;Put;18,34;EURO
PETRR220;PETR4;2024-06-21;Put;20,83;EURO
PETRR222;PETR4;2024-06-21;Put;22,33;EURO
PETRR227;PETR4;2024-06-21;Put;22,83;EURO
PETRR229;PETR4;2024-06-21;Put;23,08;EURO
PETRR232;PETR4;2024-06-21;Put;24,08;EURO
